Index	Items	Price	PriceWatts	PriceAlternate	Pouch	EffectField	ItemSprite	GroupType	CanUseOnPokemon	GroupIndex	Boost0	Boost1	Boost2	Boost3	ItemID	Data
16	贵重球	0	0	0	Balls	0	16	Ball	False	15	0	0	0	0	16	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|33|0|0|1|0|5|0|25|0|16|0|1|15|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17	伤药	200	10	0	Medicine	1	17	None	True	0	0	0	0	0	17	200|0|0|0|10|0|0|0|0|0|0|0|0|20|0|0|159|32|30|1|2|1|1|0|0|0|17|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|20|0|0|0|0
18	解毒药	200	0	0	Medicine	1	18	None	True	0	0	0	0	0	18	200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|18|0|18|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
19	灼伤药	200	0	0	Medicine	1	19	None	True	0	0	0	0	0	19	200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|20|0|19|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20	解冻药	200	0	0	Medicine	1	20	None	True	0	0	0	0	0	20	200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|21|0|20|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
21	解眠药	200	0	0	Medicine	1	21	None	True	0	0	0	0	0	21	200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|22|0|21|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
22	解麻药	200	0	0	Medicine	1	22	None	True	0	0	0	0	0	22	200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|19|0|22|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
23	全复药	3000	0	0	Medicine	1	23	None	True	0	0	0	0	0	23	184|11|0|0|0|0|0|0|0|0|0|0|0|255|0|0|159|32|30|1|2|1|1|0|4|0|23|0|0|0|63|0|0|0|0|4|0|0|0|0|0|0|0|255|0|0|0|0
24	全满药	2500	0	0	Medicine	1	24	None	True	0	0	0	0	0	24	196|9|0|0|0|0|0|0|0|0|0|0|0|255|0|0|159|32|30|1|2|1|1|0|3|0|24|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|255|0|0|0|0
25	厉害伤药	1500	80	0	Medicine	1	25	None	True	0	0	0	0	0	25	220|5|0|0|80|0|0|0|0|0|0|0|0|120|0|0|159|32|30|1|2|1|1|0|2|0|25|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|120|0|0|0|0
26	好伤药	700	40	0	Medicine	1	26	None	True	0	0	0	0	0	26	188|2|0|0|40|0|0|0|0|0|0|0|0|60|0|0|159|32|30|1|2|1|1|0|1|0|26|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|60|0|0|0|0
27	万灵药	400	0	0	Medicine	1	27	None	True	0	0	0	0	0	27	144|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|25|0|27|0|0|0|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
28	活力碎片	2000	0	0	Medicine	1	28	None	True	0	1	0	0	0	28	208|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|5|0|28|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|254|0|0|0|0
29	活力块	4000	0	0	Medicine	1	29	None	True	0	1	0	0	0	29	160|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|6|0|29|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|255|0|0|0|0
30	美味之水	200	0	0	Medicine	1	30	None	True	0	0	0	0	0	30	200|0|0|0|0|0|0|0|0|0|0|0|0|30|0|0|159|32|30|1|2|1|1|0|9|0|30|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|30|0|0|0|0
31	劲爽汽水	300	0	0	Medicine	1	31	None	True	0	0	0	0	0	31	44|1|0|0|0|0|0|0|0|0|0|0|0|50|0|0|159|32|30|1|2|1|1|0|10|0|31|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|50|0|0|0|0
32	果汁牛奶	400	0	0	Medicine	1	32	None	True	0	0	0	0	0	32	144|1|0|0|0|0|0|0|0|0|0|0|0|70|0|0|159|32|30|1|2|1|1|0|11|0|32|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|70|0|0|0|0
33	哞哞鲜奶	600	0	0	Medicine	1	33	None	True	0	0	0	0	0	33	88|2|0|0|0|0|0|0|0|0|0|0|0|100|0|0|159|32|30|1|2|1|1|0|12|0|33|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|100|0|0|0|0
34	元气粉	500	0	0	Medicine	1	34	None	True	0	0	0	0	0	34	244|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|13|0|34|0|0|0|0|0|0|0|0|4|28|0|0|0|0|0|0|60|0|251|251|246
35	元气根	1200	0	0	Medicine	1	35	None	True	0	0	0	0	0	35	176|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|14|0|35|0|0|0|0|0|0|0|0|4|28|0|0|0|0|0|0|120|0|246|246|241
36	万能粉	300	0	0	Medicine	1	36	None	True	0	0	0	0	0	36	44|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|15|0|36|0|0|0|63|0|0|0|0|0|28|0|0|0|0|0|0|0|0|251|251|246
37	复活草	2800	0	0	Medicine	1	37	None	True	0	1	0	0	0	37	240|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|16|0|37|0|0|0|0|1|0|0|0|0|28|0|0|0|0|0|0|255|0|241|241|236
38	ＰＰ单项小补剂	1200	0	0	Medicine	1	38	None	True	0	0	0	0	0	38	176|4|0|0|0|0|0|0|0|0|0|0|0|10|0|0|159|32|30|1|2|1|1|0|34|0|38|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|10|0|0|0
39	ＰＰ单项全补剂	2000	0	0	Medicine	1	39	None	True	0	0	0	0	0	39	208|7|0|0|0|0|0|0|0|0|0|0|0|255|0|0|159|32|30|1|2|1|1|0|35|0|39|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|127|0|0|0
40	ＰＰ多项小补剂	3000	0	0	Medicine	1	40	None	True	0	0	0	0	0	40	184|11|0|0|0|0|0|0|0|0|0|0|0|10|0|0|159|32|30|1|2|1|1|0|36|0|40|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|10|0|0|0
41	ＰＰ多项全补剂	4500	0	0	Medicine	1	41	None	True	0	0	0	0	0	41	148|17|0|0|0|0|0|0|0|0|0|0|0|255|0|0|159|32|30|1|2|1|1|0|37|0|41|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|127|0|0|0
42	釜炎仙贝	350	0	0	Medicine	1	42	None	True	0	0	0	0	0	42	94|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|40|0|42|0|0|0|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
43	树果汁	200	0	0	Medicine	1	43	None	True	0	0	0	0	0	43	200|0|0|0|0|0|0|0|0|0|0|0|1|20|0|0|159|32|30|1|2|1|1|1|41|0|43|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|20|0|0|0|0
44	圣灰	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	44	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
45	ＨＰ增强剂	10000	0	2	Items	1	45	None	True	0	0	0	0	0	45	16|39|0|0|0|0|0|0|2|0|0|0|0|0|0|0|159|4|30|1|0|1|1|0|13|0|45|0|0|0|0|0|0|0|0|8|12|10|0|0|0|0|0|0|0|4|2|0
46	攻击增强剂	10000	0	2	Items	1	46	None	True	0	0	0	0	0	46	16|39|0|0|0|0|0|0|2|0|0|0|0|0|0|0|159|4|30|1|0|1|1|0|14|0|46|0|0|0|0|0|0|0|0|16|12|0|10|0|0|0|0|0|0|4|2|0
47	防御增强剂	10000	0	2	Items	1	47	None	True	0	0	0	0	0	47	16|39|0|0|0|0|0|0|2|0|0|0|0|0|0|0|159|4|30|1|0|1|1|0|15|0|47|0|0|0|0|0|0|0|0|32|12|0|0|10|0|0|0|0|0|4|2|0
48	速度增强剂	10000	0	2	Items	1	48	None	True	0	0	0	0	0	48	16|39|0|0|0|0|0|0|2|0|0|0|0|0|0|0|159|4|30|1|0|1|1|0|16|0|48|0|0|0|0|0|0|0|0|64|12|0|0|0|10|0|0|0|0|4|2|0
49	特攻增强剂	10000	0	2	Items	1	49	None	True	0	0	0	0	0	49	16|39|0|0|0|0|0|0|2|0|0|0|0|0|0|0|159|4|30|1|0|1|1|0|17|0|49|0|0|0|0|0|0|0|0|128|12|0|0|0|0|10|0|0|0|4|2|0
50	神奇糖果	10000	0	20	Items	1	50	None	True	0	5	0	0	0	50	16|39|0|0|0|0|0|0|20|0|0|0|0|0|0|0|159|4|30|1|0|1|1|0|4|0|50|0|0|0|0|5|0|0|0|0|12|0|0|0|0|0|0|0|0|4|2|0
51	ＰＰ提升剂	10000	0	10	Items	1	51	None	True	0	0	0	0	64	51	16|39|0|0|0|0|0|0|10|0|0|0|0|0|0|0|159|4|30|1|0|1|1|0|11|0|51|0|0|0|0|0|0|0|64|0|12|0|0|0|0|0|0|0|0|4|2|0
52	特防增强剂	10000	0	2	Items	1	52	None	True	0	0	0	0	0	52	16|39|0|0|0|0|0|0|2|0|0|0|0|0|0|0|159|4|30|1|0|1|1|0|18|0|52|0|0|0|0|0|0|0|0|0|13|0|0|0|0|0|10|0|0|4|2|0
53	ＰＰ极限提升剂	10000	0	0	Items	1	53	None	True	0	0	0	0	128	53	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|4|30|1|0|1|1|0|12|0|53|0|0|0|0|0|0|0|128|0|12|0|0|0|0|0|0|0|0|4|2|0
54	森之羊羹	350	0	0	Medicine	1	54	None	True	0	0	0	0	0	54	94|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|32|30|1|2|1|1|0|42|0|54|0|0|0|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
55	能力防守	1500	0	0	Battle	0	55	None	True	0	0	0	0	0	55	220|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|34|30|0|0|1|4|0|7|0|55|0|0|0|128|0|0|0|0|0|12|0|0|0|0|0|0|0|0|1|1|0
56	要害攻击	1000	0	0	Battle	0	56	None	True	0	0	0	0	16	56	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|34|30|0|0|1|4|0|6|0|56|0|0|0|0|0|0|0|16|0|12|0|0|0|0|0|0|0|0|1|1|0
57	力量强化	1000	0	0	Battle	0	57	None	True	0	32	0	0	0	57	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|34|30|0|0|1|4|0|0|0|57|0|0|0|0|32|0|0|0|0|12|0|0|0|0|0|0|0|0|1|1|0
58	防御强化	2000	0	0	Battle	0	58	None	True	0	0	2	0	0	58	208|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|34|30|0|0|1|4|0|1|0|58|0|0|0|0|0|2|0|0|0|12|0|0|0|0|0|0|0|0|1|1|0
59	速度强化	1000	0	0	Battle	0	59	None	True	0	0	0	32	0	59	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|34|30|0|0|1|4|0|4|0|59|0|0|0|0|0|0|32|0|0|12|0|0|0|0|0|0|0|0|1|1|0
60	命中强化	1000	0	0	Battle	0	60	None	True	0	0	0	0	2	60	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|34|30|0|0|1|4|0|5|0|60|0|0|0|0|0|0|0|2|0|12|0|0|0|0|0|0|0|0|1|1|0
61	特攻强化	1000	0	0	Battle	0	61	None	True	0	0	32	0	0	61	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|34|30|0|0|1|4|0|2|0|61|0|0|0|0|0|32|0|0|0|12|0|0|0|0|0|0|0|0|1|1|0
62	特防强化	2000	0	0	Battle	0	62	None	True	0	0	0	2	0	62	208|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|34|30|0|0|1|4|0|3|0|62|0|0|0|0|0|0|2|0|0|12|0|0|0|0|0|0|0|0|1|1|0
63	皮皮玩偶	300	20	0	Battle	0	63	None	True	0	0	0	0	0	63	44|1|0|0|20|0|0|0|0|0|0|0|0|0|0|0|159|34|30|0|3|1|4|0|8|0|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
64	向尾喵的尾巴	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	64	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
65	蓝色玻璃哨	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	65	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
66	黄色玻璃哨	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	66	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
67	红色玻璃哨	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	67	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
68	黑色玻璃哨	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	68	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
69	白色玻璃哨	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	69	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
70	浅滩海盐	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	70	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
71	浅滩贝壳	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	71	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
72	红色碎片	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	72	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
73	蓝色碎片	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	73	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
74	黄色碎片	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	74	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
75	绿色碎片	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	75	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
76	白银喷雾	700	0	0	Items	5	76	None	False	0	0	0	0	0	76	188|2|0|0|0|0|0|0|0|0|0|0|0|40|0|0|159|4|30|5|0|0|1|0|1|0|76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
77	黄金喷雾	900	0	0	Items	5	77	None	False	0	0	0	0	0	77	132|3|0|0|0|0|0|0|0|0|0|0|0|50|0|0|159|4|30|5|0|0|1|0|2|0|77|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
78	离洞绳	0	0	0	Key	7	78	None	False	0	0	0	0	0	78	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|8|0|7|0|0|9|0|0|0|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
79	除虫喷雾	400	0	0	Items	5	79	None	False	0	0	0	0	0	79	144|1|0|0|0|0|0|0|0|0|0|0|0|20|0|0|159|4|30|5|0|0|1|0|0|0|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
80	日之石	3000	0	0	Items	6	80	None	True	0	8	0	0	0	80	184|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|4|30|6|0|1|2|0|48|0|80|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
81	月之石	3000	0	0	Items	6	81	None	True	0	8	0	0	0	81	184|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|4|30|6|0|1|2|0|49|0|81|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
82	火之石	3000	0	0	Items	6	82	None	True	0	8	0	0	0	82	184|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|4|30|6|0|1|2|0|50|0|82|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
83	雷之石	3000	0	0	Items	6	83	None	True	0	8	0	0	0	83	184|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|4|30|6|0|1|2|0|51|0|83|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
84	水之石	3000	0	0	Items	6	84	None	True	0	8	0	0	0	84	184|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|4|30|6|0|1|2|0|52|0|84|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
85	叶之石	3000	0	0	Items	6	85	None	True	0	8	0	0	0	85	184|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|4|30|6|0|1|2|0|53|0|85|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
86	小蘑菇	500	0	0	Treasures	0	86	None	True	0	0	0	0	0	86	244|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|6|30|0|0|1|10|0|52|0|86|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
87	大蘑菇	5000	0	0	Treasures	0	87	None	True	0	0	0	0	0	87	136|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|6|30|0|0|1|10|0|53|0|87|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88	珍珠	2000	0	0	Treasures	0	88	None	True	0	0	0	0	0	88	208|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|6|30|0|0|1|10|0|57|0|88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
89	大珍珠	8000	0	0	Treasures	0	89	None	True	0	0	0	0	0	89	64|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|6|30|0|0|1|10|0|58|0|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90	星星沙子	3000	0	0	Treasures	0	90	None	True	0	0	0	0	0	90	184|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|6|30|0|0|1|10|0|55|0|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
91	星星碎片	12000	0	0	Treasures	0	91	None	True	0	0	0	0	0	91	224|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|6|30|0|0|1|10|0|56|0|91|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
92	金珠	10000	0	0	Treasures	0	92	None	True	0	0	0	0	0	92	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|6|30|0|0|1|10|0|50|0|92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
93	心之鳞片	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	93	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
94	甜甜蜜	900	0	0	Treasures	0	94	None	False	0	0	0	0	0	94	132|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|6|30|0|0|0|10|0|60|0|94|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
95	速速肥	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	95	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
96	湿湿肥	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	96	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
97	久久肥	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	97	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
98	粘粘肥	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	98	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
99	根状化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	99	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
100	爪子化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	100	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
