Index	Items	Price	PriceWatts	PriceAlternate	Pouch	EffectField	ItemSprite	GroupType	CanUseOnPokemon	GroupIndex	Boost0	Boost1	Boost2	Boost3	ItemID	Data
238	硬石头(岩)	1000	0	0	Items	0	238	None	False	0	0	0	0	0	238	232|3|0|0|0|0|0|0|0|0|0|0|72|20|0|0|159|4|100|0|0|0|2|0|150|0|238|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
239	奇迹种子(草)	1000	0	0	Items	0	239	None	False	0	0	0	0	0	239	232|3|0|0|0|0|0|0|0|0|0|0|73|20|0|0|159|4|30|0|0|0|2|0|151|0|239|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
240	黑色眼镜(恶)	1000	0	0	Items	0	240	None	False	0	0	0	0	0	240	232|3|0|0|0|0|0|0|0|0|0|0|74|20|0|0|159|4|30|0|0|0|2|0|152|0|240|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
241	黑带(格)	1000	0	0	Items	0	241	None	False	0	0	0	0	0	241	232|3|0|0|0|0|0|0|0|0|0|0|75|20|0|0|159|4|30|0|0|0|2|0|153|0|241|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
242	磁铁(电)	1000	0	0	Items	0	242	None	False	0	0	0	0	0	242	232|3|0|0|0|0|0|0|0|0|0|0|76|20|0|0|159|4|30|0|0|0|2|0|154|0|242|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
243	神秘水滴(水)	1000	0	0	Items	0	243	None	False	0	0	0	0	0	243	232|3|0|0|0|0|0|0|0|0|0|0|77|20|0|0|159|4|30|0|0|0|2|0|155|0|243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
244	锐利鸟嘴(飞)	1000	0	0	Items	0	244	None	False	0	0	0	0	0	244	232|3|0|0|0|0|0|0|0|0|0|0|78|20|0|0|159|4|50|0|0|0|2|0|156|0|244|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
245	毒针(毒)	1000	0	0	Items	0	245	None	False	0	0	0	0	0	245	232|3|0|0|0|0|0|0|0|0|0|0|79|20|0|0|159|20|70|0|0|0|2|0|157|0|245|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
246	不融冰(冰)	1000	0	0	Items	0	246	None	False	0	0	0	0	0	246	232|3|0|0|0|0|0|0|0|0|0|0|80|20|0|0|159|4|30|0|0|0|2|0|158|0|246|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
247	诅咒之符(幽)	1000	0	0	Items	0	247	None	False	0	0	0	0	0	247	232|3|0|0|0|0|0|0|0|0|0|0|81|20|0|0|159|4|30|0|0|0|2|0|159|0|247|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
248	弯曲的汤匙(超)	1000	0	0	Items	0	248	None	False	0	0	0	0	0	248	232|3|0|0|0|0|0|0|0|0|0|0|82|20|0|0|159|4|30|0|0|0|2|0|160|0|248|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
249	木炭(火)	1000	0	0	Items	0	249	None	False	0	0	0	0	0	249	232|3|0|0|0|0|0|0|0|0|0|0|83|20|0|0|159|4|30|0|0|0|2|0|161|0|249|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
250	龙之牙(龙)	1000	0	0	Items	0	250	None	False	0	0	0	0	0	250	232|3|0|0|0|0|0|0|0|0|0|0|84|20|0|0|159|4|70|0|0|0|2|0|162|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
251	丝绸围巾(普)	1000	0	0	Items	0	251	None	False	0	0	0	0	0	251	232|3|0|0|0|0|0|0|0|0|0|0|85|20|0|0|159|4|10|0|0|0|2|0|163|0|251|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
253	贝壳之铃	4000	0	0	Items	0	253	None	False	0	0	0	0	0	253	160|15|0|0|0|0|0|0|0|0|0|0|87|8|0|0|159|4|30|0|0|0|2|0|164|0|253|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
254	海潮薰香(水)	2000	0	0	Items	0	254	None	False	0	0	0	0	0	254	208|7|0|0|0|0|0|0|0|0|0|0|77|20|0|0|159|4|10|0|0|0|2|0|165|0|254|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
255	悠闲薰香	5000	0	0	Items	0	255	None	False	0	0	0	0	0	255	136|19|0|0|0|0|0|0|0|0|0|0|48|10|0|0|159|4|10|0|0|0|2|0|166|0|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
257	金属粉	1000	0	0	Items	0	257	None	False	0	0	0	0	0	257	232|3|0|0|0|0|0|0|0|0|0|0|89|0|0|0|159|4|10|0|0|0|2|0|167|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
258	粗骨头	1000	0	0	Items	0	106	None	False	0	0	0	0	0	258	232|3|0|0|0|0|0|0|0|0|0|0|90|0|0|0|159|4|90|0|0|0|2|0|246|0|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
259	大葱	1000	0	0	Items	0	259	None	False	0	0	0	0	0	259	232|3|0|0|0|0|0|0|0|0|0|0|91|0|0|0|159|4|60|0|0|0|2|0|168|0|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
265	广角镜	4000	0	0	Items	0	265	None	False	0	0	0	0	0	265	160|15|0|0|0|0|0|0|0|0|0|0|92|10|0|0|159|4|10|0|0|0|2|0|169|0|9|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
266	力量头带	4000	0	0	Items	0	266	None	False	0	0	0	0	0	266	160|15|0|0|0|0|0|0|0|0|0|0|93|10|0|0|159|4|10|0|0|0|2|0|170|0|10|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
267	博识眼镜	4000	0	0	Items	0	267	None	False	0	0	0	0	0	267	160|15|0|0|0|0|0|0|0|0|0|0|94|10|0|0|159|4|10|0|0|0|2|0|171|0|11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
268	达人带	4000	0	0	Items	0	268	None	False	0	0	0	0	0	268	160|15|0|0|0|0|0|0|0|0|0|0|95|20|0|0|159|4|10|0|0|0|2|0|172|0|12|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
269	光之黏土	4000	0	15	Items	0	269	None	False	0	0	0	0	0	269	160|15|0|0|0|0|0|0|15|0|0|0|96|3|0|0|159|4|30|0|0|0|2|0|173|0|13|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
270	生命宝珠	4000	0	25	Items	0	270	None	False	0	0	0	0	0	270	160|15|0|0|0|0|0|0|25|0|0|0|97|30|0|0|159|4|30|0|0|0|2|0|174|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
271	强力香草	4000	0	15	Items	0	271	None	False	0	0	0	0	0	271	160|15|0|0|0|0|0|0|15|0|0|0|98|0|0|0|159|4|10|0|0|0|2|1|175|0|15|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
272	剧毒宝珠	4000	0	10	Items	0	272	None	False	0	0	0	0	0	272	160|15|0|0|0|0|0|0|10|0|0|0|99|0|0|0|159|20|30|0|0|0|2|0|176|0|16|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
273	火焰宝珠	4000	0	10	Items	0	273	None	False	0	0	0	0	0	273	160|15|0|0|0|0|0|0|10|0|0|0|100|0|0|0|159|20|30|0|0|0|2|0|177|0|17|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
274	速度粉	1000	0	0	Items	0	274	None	False	0	0	0	0	0	274	232|3|0|0|0|0|0|0|0|0|0|0|101|0|0|0|159|4|10|0|0|0|2|0|178|0|18|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
275	气势披带	4000	0	15	Items	0	275	None	False	0	0	0	0	0	275	160|15|0|0|0|0|0|0|15|0|0|0|102|0|0|0|159|4|10|0|0|0|2|1|179|0|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
